,search term,sentiment,tweet
229,rishi sunak,48.0,COP15 is fast approaching; but there is still time to sign the petition and ask Rishi Sunak to attend and secure a globa…
230,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
231,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
232,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
233,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
234,rishi sunak,46.0,"Well Rishi Sunak PM, Jeremy HUNT CE, Suella Braverman HS, Grants Schapps TS…..Scary Stuff. Nothing Conservative there at all"
235,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
236,rishi sunak,-46.0,The Tories are cooperating with Brussels to give us Brexit in Name Only. We say stop stalling and scrap the Irish Sea b…
237,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
238,rishi sunak,49.0,🔴 Exclusive Poll Public Sees Conservatives as Self-Servatives  Voters believe Rishi Sunak's party is now mostly intereste…
239,rishi sunak,-27.0,TotalEnergies has become the first major North Sea operator to cut investment as a direct result of Rishi Sunak's windfa…
240,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
241,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
242,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
243,rishi sunak,-59.0,"Some of us warned of this if they installed Rishi.. it’s the Conservatives own fault, they do not listen to those on the groun…"
244,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
245,rishi sunak,87.0,Huge congratulations to  who will be an excellent MP for City of Chester.  The message to Rishi Sunak’s Conser…
246,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
247,rishi sunak,-84.0,The British government appears to have broken its own ministerial code by failing to declare any conflicts of interest…
248,rishi sunak,92.0,I suspect Rishi Sunak has so many alternative agendas to fulfil we would all be astounded by his true intentions. The good of this country or its people is not one. Spending £1.3 million on a garden ornament should prove that to even his most enthusiastic admirer.
249,rishi sunak,-30.0,"Of course Rishi Sunak has come down on the side of the BLM activist who snared Lady Hussey, and no he hasn't been briefed,…"
250,rishi sunak,64.0,"High taxes, the decline of economic freedom, porous borders and a move to the political center ground are proving a disas…"
251,rishi sunak,46.0,Do you need the conservative party to be polling at 10% before you realise Rishi Sunak is not the PM the country wants?!.…
252,rishi sunak,69.0,"And has never returned to Thailand. She returned to Thailand for the first time in 40 years to visit my mother. Another friend of my mom's has been living in England for over 30 years, like the family of Prime Minister Rishi Sunak. https//t.co/EfvGuRLfik"
253,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
254,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
255,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
256,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
257,rishi sunak,-59.0,"Some of us warned of this if they installed Rishi.. it’s the Conservatives own fault, they do not listen to those on the groun…"
258,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
259,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
260,rishi sunak,40.0,BREAKING NEWS  announces all gas boilers will be replaced by Conservative Party pledges which run on 100% ho…
261,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
262,rishi sunak,42.0,President  spoke by phone with Prime Minister Rishi Sunak of the United Kingdom. https//t.co/4Hdq1SISWs
263,rishi sunak,-31.0,Has anyone called on Rishi Sunak to correct the record or does the Ministerial code no longer matter?
264,rishi sunak,-84.0,The British government appears to have broken its own ministerial code by failing to declare any conflicts of interest…
265,rishi sunak,0.0,"Rishi Sunak said at PMQs on Wednesday that Labour represents ""the politics of yesterday"".  New Polling by  finds t…"
266,rishi sunak,-30.0,"Of course Rishi Sunak has come down on the side of the BLM activist who snared Lady Hussey, and no he hasn't been briefed,…"
267,rishi sunak,-33.0,Today’s #PMQs was an absolute SHOCKER with Prime Minister Rishi Sunak even repeating debunked Boris Johnson Brexit lie…
268,rishi sunak,38.0,The Rishi Sunak ‘Christmas is all about me’ video   You don’t want to miss this 👇😂  #SkyNews #BBCNews #ITVNews #c4news
269,rishi sunak,-46.0,The experiment to make Rishi Sunak PM that the conservatives have been so desperate to try for over 2 years has totally fa…
270,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
271,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
272,rishi sunak,-48.0,#suellabravermanout #ToryCriminalsUnfitToGovern #GeneralElectionNow #ToriesOut148  Rishi Sunak wrong to ‘wipe the slat…
273,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
274,rishi sunak,-10.0,"When you were at the Treasury, Shell and BP paid no corporation tax on North Sea oil operations and received ta…"
275,rishi sunak,42.0,Central Bank Digital Currencies are not a conspiracy theory. They are an agenda openly discussed and piloted by many gov…
276,rishi sunak,-88.0,https//t.co/OQc4b6fL7l Crushing defeat for Rishi Sunak is an ominous sign for despondent red wall Tories   When they leave…
277,rishi sunak,-80.0,"Rishi Sunak left the till open for fraudsters and criminal gangs, leaving working people to pay the price. Britain is sic…"
278,rishi sunak,40.0,"New poll shows Reform UK support doubling in a week to 9%, now only 13 points behind the Tories and level with the LibDems…"
279,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
280,rishi sunak,27.0,"Well done Rishi Sunak, you absurd little man.  Another one.  Who knows, maybe this was the net zero plan all along..? https/…"
281,rishi sunak,-90.0,"After the Conservatives suffered their worst defeat since 1832 in Chester’s by-election, it’s clear Britain is sick of be…"
282,rishi sunak,44.0,"The Times “Sir Chris Holm, a billionaire hedge fund manager, paid himself £575 million after a sharp profit rise at his…"
283,rishi sunak,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
284,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
285,rishi sunak,-40.0,They know they’re done and they’re planning their escapes. After all the damage they’ve done.  Sajid Javid becomes thirtee…
286,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
287,rishi sunak,-74.0,Does 🇬🇧PM Rishi Sunak have a problem with NATO member 🇹🇷Turkey's illegal occupation of 🇨🇾Cyprus?
288,rishi sunak,0.0,We all know where they’re headed here Rishi Sunak pledged that police will have whatever powers required to crack down on…
289,rishi sunak,-59.0,🇬🇧 Other Tory MPs that imo should NOT seek reselection Graham Brady Tobias Ellwood Steve Baker David Davis Rishi Sunak (resign now) Jeremy Hunt (resign now) Michael Gove And many others #BringBackBoris 🇬🇧 https//t.co/DNMU8JycoS
290,rishi sunak,0.0,Turkish President Recep Tayyip Erdogan holds phone talk with UK PM Rishi Sunak.
291,rishi sunak,-48.0,"We are updating this website! To reflect the fall of Johnson and Truss we have changed the name to Lies, Falsehoods and M…"
292,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
293,rishi sunak,-42.0,"🇬🇧 🇮🇱 Rishi Sunak, whose government imposes sanctions on Russia and Iran, proposes legislation to *combat* the impositi…"
294,rishi sunak,-27.0,TotalEnergies has become the first major North Sea operator to cut investment as a direct result of Rishi Sunak's windfa…
295,rishi sunak,-84.0,The British government appears to have broken its own ministerial code by failing to declare any conflicts of interest…
296,rishi sunak,-33.0,Today’s #PMQs was an absolute SHOCKER with Prime Minister Rishi Sunak even repeating debunked Boris Johnson Brexit lie…
297,rishi sunak,-90.0,"After the Conservatives suffered their worst defeat since 1832 in Chester’s by-election, it’s clear Britain is sick of be…"
298,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
299,rishi sunak,49.0,🔴 Exclusive Poll Public Sees Conservatives as Self-Servatives  Voters believe Rishi Sunak's party is now mostly intereste…
300,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
301,rishi sunak,0.0,"Rishi Sunak said at PMQs on Wednesday that Labour represents ""the politics of yesterday"".  New Polling by  finds t…"
302,rishi sunak,-89.0,"Rishi Sunak can blame Covid for the NHS crisis, he can blame the war in Ukraine for the rise in energy prices, and he can…"
303,rishi sunak,-40.0,"EXC Rishi Sunak saves himself £12,700 by refusing to scrap tax breaks for private schools https//t.co/Q3S9dRZD3j"
304,rishi sunak,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
305,rishi sunak,87.0,Huge congratulations to  who will be an excellent MP for City of Chester.  The message to Rishi Sunak’s Conser…
306,rishi sunak,10.0,"The greater risk for Labour is that a “small-target strategy” – being risk-averse and choosing to say little in the run-up to an election – could backfire, writes . https//t.co/VZy40KK2B0"
307,rishi sunak,49.0,🔴 Exclusive Poll Public Sees Conservatives as Self-Servatives  Voters believe Rishi Sunak's party is now mostly intereste…
308,rishi sunak,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
309,rishi sunak,-64.0,"Tories are facing election oblivion. A socialist budget attacking hard working families, defence cuts, housing crisis,…"
310,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
311,rishi sunak,59.0,"But … it appears people feel he’s lost his edge as the best man to lead the country, as he dropped seven points against Sir Ke…"
312,rishi sunak,44.0,"#BREAKING  #Turkish President #Erdogan holds phone talk with #UK Prime Minister Rishi Sunak, discussing steps to improve #Tür…"
313,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
