,gender,locality,ethnicity,religion,q1,q2b,q4,q2,q3,q8,q9,resp_id
174,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Base jumping;Mountain biking;,Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,174
175,Female,CBD (central business district),White European,Other,Pilates,Regularly,No,,Basketball;Football;Hockey stick;,,Other;,175
176,Female,Urban,White European,,Aerobics,Irregularly,Yes,Other;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,176
177,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Don't know;,177
178,Female,CBD (central business district),White European,,Pilates,Regularly,No,,Basketball;,,To check prices;,178
179,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To check prices;,179
180,Female,Urban,White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,180
181,Female,Remote,White European,None,Not applicable - I don't exercise,,No,,Hockey stick;,Breakfast;,To check prices;,181
182,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,Yes,,Hockey stick;,Dinner;,Other;,182
183,Male,CBD (central business district),White European,None,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Bicycle;,,To check prices;,183
184,Female,Rural,White European,None,Aerobics,,No,Sky diving;Base jumping;Mountain biking;,Basketball;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;,184
185,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,185
186,Male,Remote,White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;,186
187,Male,CBD (central business district),White European,Roman Catholic,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,187
188,Male,CBD (central business district),White European,,Swimming,,Yes,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,188
189,Male,CBD (central business district),Any other mixed background,,Aerobics,,No,Base jumping;Mountain biking;,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,189
190,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,190
191,Male,Urban,White European,,Aerobics,Irregularly,Yes,Sky diving;Mountain biking;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,191
192,Female,Urban,Prefer not to say,,Aerobics,,No,Mountain biking;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,192
193,Female,,White European,,Lifting weights,,No,,Basketball;Football;Hockey stick;,Dinner;,To buy something for myself;,193
194,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Base jumping;Mountain biking;Parachuting;,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;Dinner;,Don't know;,194
195,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Base jumping;,Basketball;Football;Climbing gear;Bicycle;Parachute;,,To buy something for myself;,195
196,Female,Suburban,White European,,Football (soccer),Regularly,No,,Basketball;Football;Hockey stick;,,To check prices;,196
197,Female,CBD (central business district),White European,None,Football (soccer),Irregularly,No,,Basketball;,,Don't know;,197
198,Male,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,198
199,Male,Urban,White European,Church of England/Anglican/Episcopal,Running/jogging,Irregularly,Yes,,Hockey stick;Parachute;,None of them;,To check prices;,199
200,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,Breakfast;,Other;,200
201,Female,Urban,White European,Presbyterian/Church of Scotland,Football (soccer),Irregularly,No,,Football;Hockey stick;,,To buy something for myself;To check prices;,201
202,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Football (soccer),,No,,9Parachute;,,Not applicable - I won't ever go to a sporting goods store;,202
203,Male,Remote,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Parachuting;,Basketball;Football;Hockey stick;Parachute;,Mid-morning snacking;Dinner;,Don't know;,203
204,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Other;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,204
205,Male,Rural,White European,None,Aerobics,Irregularly,No,Base jumping;,Hockey stick;,,Don't know;,205
206,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Never,No,Mountain biking;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,206
207,Male,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Don't know;,207
208,Male,Urban,White European,,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,208
209,Male,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Never,Yes,Sky diving;Base jumping;,Basketball;Football;Hockey stick;,,Don't know;,209
210,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Other;,Hockey stick;,Breakfast;,Not applicable - I won't ever go to a sporting goods store;,210
211,Female,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Basketball;Parachute;,Dinner;,To buy something for myself;To check prices;,211
212,Female,Remote,White European,Methodist,Pilates,Regularly,No,,Basketball;Hockey stick;,Breakfast;Lunch;Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,212
213,Male,Suburban,White European,,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,213
214,Male,CBD (central business district),White European,None,I regularly change my fitness activity,,Yes,,Football;,,Other;,214
215,Male,CBD (central business district),White European,Presbyterian/Church of Scotland,Lifting weights,Irregularly,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,215
216,Female,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,216
217,Male,Rural,White European,,Aerobics,Regularly,No,Base jumping;Mountain biking;,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,217
218,Female,Urban,White European,,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,218
219,Male,CBD (central business district),White European,,Football (soccer),Regularly,No,,Basketball;Football;Hockey stick;Parachute;,Lunch;Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;To check prices;,219
220,Male,CBD (central business district),White European,,Running/jogging,Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,Breakfast;Mid-afternoon snacking;Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,220
221,Female,CBD (central business district),White European,None,Not applicable - I don't exercise,Irregularly,No,,Hockey stick;,,To buy something for myself;To buy something for somebody else;,221
222,Male,CBD (central business district),White European,Other,Aerobics,,Yes,Mountain biking;Parachuting;,Basketball;Football;Hockey stick;,Breakfast;Lunch;,To buy something for myself;,222
223,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,223
224,Female,Rural,White European,Church of England/Anglican/Episcopal,Aerobics,,Yes,Mountain biking;,Basketball;Football;Hockey stick;Surfboard;Swimming goggles;,Dinner;,To buy something for somebody else;,224
225,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Never,No,Mountain biking;,Basketball;Football;Hockey stick;Surfboard;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,225
226,Female,CBD (central business district),White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,226
227,Female,CBD (central business district),White European,None,Aerobics,Irregularly,No,Sky diving;Mountain biking;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,227
228,Male,Rural,Any other white background,Church of England/Anglican/Episcopal,Pilates,Irregularly,Yes,,Hockey stick;,,To ask the staff for sporting advice;,228
229,Male,CBD (central business district),White European,None,Lifting weights,,Yes,,Basketball;Football;Hockey stick;,,To buy something for somebody else;,229
230,Male,Urban,White European,None,Lifting weights,,Yes,,Hockey stick;,Dinner;,Don't know;,230
231,Female,Remote,White European,Church of England/Anglican/Episcopal,Football (soccer),Regularly,No,,Basketball;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,231
232,Female,Urban,White European,,Pilates,Irregularly,Yes,,Hockey stick;,,To check prices;,232
233,Male,CBD (central business district),White European,,Swimming,Irregularly,No,,Basketball;Hockey stick;,,Don't know;,233
234,Female,CBD (central business district),White European,,Running/jogging,,No,,Basketball;Hockey stick;,Lunch;Dinner;,To buy something for somebody else;Other;,234
235,Male,Urban,Indian,Islam/Muslim,Not applicable - I don't exercise,Irregularly,Yes,,Basketball;,,To buy something for somebody else;,235
236,Male,Urban,White European,None,Aerobics,,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;,Don't know (it varies a lot);,Don't know;,236
237,Male,Suburban,White European,,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,237
238,Male,CBD (central business district),Any other white background,,Lifting weights,Irregularly,Yes,,Hockey stick;,Breakfast;Mid-morning snacking;Mid-afternoon snacking;,Don't know;,238
239,Male,Urban,White European,None,Lifting weights,,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,239
240,Female,Urban,White European,,Basketball,Irregularly,Yes,,Basketball;Hockey stick;,Breakfast;,To buy something for somebody else;To ask the staff for sporting advice;To check prices;,240
241,Female,Rural,White European,None,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,241
242,Female,CBD (central business district),White European,,Swimming,,Yes,,Basketball;Football;Surfboard;Swimming goggles;,,Don't know;,242
